Cluster	Canon-4	Canon-6	Canon-7	Canon-8_4008	Canon-10	Canon-12	Canon-14_3060	Canon-15	Canon-17	Canon-19	Canon-21_3053	Canon-23	Canon-25	Canon-27_3073	Canon-29_4003	Canon-31_3040	Canon-33_2027	Canon-34_2033	Canon-35	Canon-36_2024	Canon-38_1004.combined	Canon-40_3036.combined	Canon-42_2026.combined	Canon-43	Canon-44	Canon-45	Canon-46_4035	Canon-48	Canon-49	Canon-50	Canon-52	Canon-54	Canon-56	Canon-57	Canon-58
SAR406_Cluster_859	3	2	0	2	1	1	7	0	6	1	4	1	0	7	3	2	0	5	6	4	4	0	3	0	0	1	0	2	0	0	1	1	5	0	1
SAR406_Cluster_902	6	2	0	1	1	6	3	0	11	0	0	0	0	9	0	1	1	2	4	1	2	3	1	0	0	0	0	0	0	2	2	5	6	2	2
SAR406_Cluster_519	3	2	1	1	1	2	4	0	9	0	7	0	0	1	0	1	2	5	2	1	1	7	6	0	0	2	1	0	0	0	2	5	3	1	2
SAR406_Cluster_566	5	5	0	1	5	4	2	0	9	0	3	0	0	3	1	0	1	2	1	2	1	5	3	0	0	2	0	2	2	1	4	4	1	2	1
SAR406_Cluster_786	4	1	0	1	6	7	4	0	12	0	8	2	0	2	1	0	1	1	1	0	1	3	2	0	0	2	0	2	0	1	1	4	0	1	3
SAR406_Cluster_917	2	5	0	0	2	0	3	0	14	0	6	0	0	2	2	0	2	1	2	3	0	3	5	0	0	0	0	1	0	4	2	6	4	2	0
SAR406_Cluster_959	8	3	0	0	2	0	1	0	13	0	6	0	0	6	1	0	0	0	2	2	1	3	3	0	2	0	0	0	0	2	1	7	4	1	3
SAR406_Cluster_2041	5	0	1	1	3	3	2	0	4	0	1	0	0	3	1	0	0	3	1	2	1	4	4	2	2	1	2	1	4	2	3	3	6	4	2
SAR406_Cluster_178	7	1	0	0	3	5	2	0	9	1	7	0	0	3	1	0	2	2	1	1	3	0	1	0	0	1	0	2	0	2	2	1	10	2	1
SAR406_Cluster_300	8	3	0	1	3	1	2	0	8	0	10	0	0	1	2	2	0	0	0	2	0	2	2	0	0	2	0	4	0	4	2	5	4	2	0
SAR406_Cluster_573	1	1	1	1	1	1	4	1	12	0	3	0	1	4	0	1	4	2	1	2	3	4	5	0	2	0	1	2	1	3	1	0	4	1	1
SAR406_Cluster_655	1	2	1	0	1	5	5	0	9	0	6	1	1	2	0	0	0	1	3	0	1	1	7	0	1	0	0	1	1	0	0	7	5	1	6
SAR406_Cluster_332	3	1	0	0	1	3	3	0	7	0	1	0	0	7	2	0	0	5	3	2	2	1	2	1	2	0	0	2	3	1	1	1	8	1	5
SAR406_Cluster_402	4	2	0	1	2	1	1	0	4	1	4	1	0	3	4	2	2	4	4	5	1	2	2	3	1	0	0	3	2	1	1	5	2	0	0
SAR406_Cluster_1401	3	0	0	1	4	2	5	0	2	1	6	0	0	0	2	0	1	0	1	6	6	0	6	2	3	1	0	4	3	3	1	1	2	2	0
SAR406_Cluster_360	4	3	0	1	3	2	0	0	7	0	4	1	0	4	0	1	3	1	2	1	2	1	4	0	1	1	0	1	1	1	4	4	8	1	1
SAR406_Cluster_446	7	1	0	1	1	0	2	0	13	0	7	0	0	3	1	0	3	0	2	0	2	1	3	0	0	0	0	2	1	3	3	2	4	5	0
SAR406_Cluster_109	5	1	0	1	3	5	1	0	12	0	4	0	0	6	2	3	0	4	0	0	4	0	3	0	0	0	0	0	1	1	1	1	6	1	1
SAR406_Cluster_455	3	2	0	1	3	3	3	0	4	0	4	0	0	2	0	2	0	5	1	3	0	0	11	0	1	1	1	0	0	1	1	5	6	1	2
SAR406_Cluster_1031	5	1	0	1	1	3	0	0	5	0	6	0	0	3	0	0	0	1	3	1	4	1	4	0	2	2	1	3	2	1	3	7	4	0	2
SAR406_Cluster_18	2	0	0	0	3	2	5	0	6	0	6	0	0	3	1	3	1	3	1	5	1	3	4	0	0	0	0	0	0	1	0	5	2	4	4
SAR406_Cluster_63	4	1	0	1	2	0	3	0	6	0	4	1	0	3	2	1	0	1	1	4	2	3	5	1	1	3	0	2	0	2	1	7	3	0	1
SAR406_Cluster_981	6	1	0	2	2	1	2	0	4	0	3	0	0	3	2	0	1	4	1	5	0	2	3	0	1	1	1	1	0	1	3	8	4	1	2
SAR406_Cluster_164	6	0	1	0	3	2	5	0	15	0	5	1	0	9	0	0	0	3	1	1	1	2	0	0	0	1	0	0	0	0	1	2	4	0	1
SAR406_Cluster_290	2	2	0	3	2	0	3	0	4	0	8	0	0	1	2	1	3	0	4	3	2	1	1	2	0	2	0	0	0	2	3	4	5	3	1
SAR406_Cluster_352	9	1	0	2	4	0	2	1	8	0	2	0	0	1	3	0	0	3	2	1	2	1	4	0	0	0	0	2	0	1	3	5	4	0	3
SAR406_Cluster_523	5	3	0	2	2	2	0	0	2	0	9	0	0	2	2	0	1	2	0	1	6	2	5	0	0	0	0	1	0	1	1	7	2	0	6
SAR406_Cluster_794	2	3	0	0	3	1	2	0	10	1	6	0	0	5	2	2	2	2	2	2	0	1	1	0	0	0	0	2	1	0	4	3	2	3	2
SAR406_Cluster_41	7	1	0	1	3	1	1	1	5	0	2	0	0	3	0	1	1	1	3	2	2	2	2	0	0	0	0	4	0	2	2	3	8	1	4
SAR406_Cluster_147	1	2	0	0	1	1	1	0	7	1	7	0	0	3	4	1	3	5	5	0	2	1	1	0	0	3	0	0	0	1	1	6	4	2	0
SAR406_Cluster_840	4	1	1	0	2	0	5	0	7	0	13	0	0	2	4	1	3	2	0	0	1	4	1	0	1	0	0	0	1	0	4	2	2	2	0
SAR406_Cluster_279	6	3	0	0	5	1	1	0	6	2	5	0	0	0	1	0	0	3	0	1	0	6	6	0	1	1	0	1	0	7	0	2	1	2	1
SAR406_Cluster_601	6	2	0	0	2	1	0	0	4	0	8	1	0	1	5	0	1	4	2	2	1	2	4	0	0	0	1	0	2	3	3	3	2	2	0
SAR406_Cluster_76	4	3	0	1	2	2	2	0	11	0	3	1	0	5	0	0	1	2	3	2	0	1	3	1	0	2	0	2	1	0	0	3	5	1	0
SAR406_Cluster_163	4	2	0	0	8	3	3	0	3	0	4	1	0	5	4	1	0	3	1	1	2	2	2	0	0	1	0	0	0	1	1	2	4	1	2
SAR406_Cluster_412	6	0	0	2	1	2	2	0	17	0	4	0	0	1	0	2	2	0	1	7	1	1	3	0	0	0	0	2	0	1	1	0	1	3	1
SAR406_Cluster_761	2	0	0	1	0	2	3	0	10	0	3	0	0	4	2	1	1	0	1	1	1	2	5	1	1	0	0	2	1	6	2	2	1	2	4
SAR406_Cluster_818	4	0	0	1	1	1	5	0	7	0	4	0	0	1	0	0	2	3	1	3	1	3	6	0	1	0	1	4	1	2	1	5	3	0	0
SAR406_Cluster_860	0	4	0	1	2	2	2	0	6	1	4	1	0	4	0	0	2	1	5	1	4	2	1	1	0	0	0	0	0	4	3	4	6	0	0
SAR406_Cluster_880	2	2	0	5	2	1	2	0	4	0	1	0	0	1	0	2	2	4	3	3	2	3	3	0	0	1	0	1	2	4	2	3	3	2	1
SAR406_Cluster_2099	0	3	0	0	6	0	1	0	7	0	2	0	0	1	0	0	0	0	0	4	1	4	5	0	0	1	1	6	3	4	8	2	0	0	2
SAR406_Cluster_52	4	4	0	2	2	1	1	0	8	0	2	0	1	4	2	1	0	1	1	4	0	3	2	1	1	2	0	2	0	1	0	4	1	3	2
SAR406_Cluster_56	1	3	0	0	4	2	3	0	7	0	6	0	0	5	1	0	0	2	0	1	3	2	4	1	1	1	0	1	1	0	1	2	6	1	1
SAR406_Cluster_62	2	1	0	2	2	1	1	0	7	0	2	0	0	2	4	0	2	1	2	2	1	4	4	1	1	2	1	0	0	4	3	3	4	0	1
SAR406_Cluster_118	2	1	0	1	2	0	2	1	9	0	5	0	0	6	3	0	1	3	1	4	0	0	6	0	0	0	0	1	0	2	1	1	3	3	2
SAR406_Cluster_462	5	1	1	0	3	2	2	0	5	0	3	0	1	4	2	1	1	0	2	1	2	2	3	1	1	1	0	0	0	2	3	3	3	3	2
SAR406_Cluster_681	5	6	0	1	1	2	1	0	9	0	1	0	0	6	0	1	1	0	1	3	0	3	4	0	1	1	0	1	0	2	2	2	5	0	1
SAR406_Cluster_1042	6	3	0	0	1	1	1	0	6	0	7	0	0	2	1	0	1	1	3	5	0	5	1	4	1	1	1	1	2	2	1	2	0	0	1
SAR406_Cluster_189	3	1	0	0	5	2	3	0	10	1	3	1	0	0	0	0	0	0	2	3	1	1	5	0	0	0	0	2	1	0	6	1	4	3	1
SAR406_Cluster_606	2	2	0	1	0	3	1	0	4	0	4	0	0	1	0	1	0	2	2	0	1	1	3	0	0	1	0	1	0	3	3	6	9	2	6
SAR406_Cluster_741	4	1	1	1	2	3	3	0	6	0	6	1	0	4	0	0	1	3	3	0	0	1	0	0	0	0	1	0	0	1	5	5	2	1	4
SAR406_Cluster_893	3	2	0	2	2	3	5	0	6	0	5	0	0	4	1	0	0	2	3	1	0	2	0	0	0	2	0	0	0	2	7	3	2	0	2
SAR406_Cluster_1480	4	1	1	0	1	3	1	0	5	0	3	1	0	3	0	0	0	3	1	3	3	4	4	0	1	1	0	5	2	3	0	3	2	0	1
SAR406_Cluster_370	4	0	0	0	1	2	3	0	7	1	5	0	1	2	1	0	2	4	2	0	1	0	2	0	2	1	0	1	0	2	0	4	6	2	2
SAR406_Cluster_604	4	4	2	0	4	3	2	0	7	1	2	1	0	3	0	1	0	2	1	1	2	1	7	0	0	1	0	0	1	2	0	1	2	0	3
SAR406_Cluster_644	0	1	1	1	0	1	2	0	7	1	7	0	1	7	3	1	0	1	3	1	0	2	3	0	1	0	0	0	0	3	0	5	1	0	5
SAR406_Cluster_791	2	4	0	2	5	0	5	0	6	0	8	0	0	5	1	0	1	2	0	0	2	0	3	0	1	2	0	0	1	2	1	1	2	1	1
SAR406_Cluster_156	1	2	0	3	2	0	3	0	9	1	3	0	0	7	1	2	2	2	1	3	0	1	1	0	1	0	0	0	0	0	5	4	1	0	2
SAR406_Cluster_459	1	1	0	1	2	3	1	0	9	0	4	0	0	6	0	0	1	0	1	5	3	2	2	0	3	0	0	1	2	0	1	4	2	0	2
SAR406_Cluster_482	6	2	0	1	5	2	2	0	3	0	3	0	0	1	2	4	1	1	0	0	2	2	4	0	0	0	0	0	0	4	5	1	6	0	0
SAR406_Cluster_486	3	2	0	1	5	2	4	0	3	1	5	0	0	2	0	1	0	4	1	4	0	2	1	0	1	1	0	0	1	1	3	4	4	0	1
SAR406_Cluster_489	3	1	0	1	2	3	2	0	7	0	2	0	0	8	2	0	1	1	0	2	0	2	5	0	1	0	1	0	2	3	1	2	2	2	1
SAR406_Cluster_516	4	1	0	1	4	2	2	0	6	0	4	0	0	4	0	1	0	2	4	0	4	4	2	0	0	0	0	0	1	0	0	3	4	2	2
SAR406_Cluster_583	2	1	0	0	2	3	1	0	8	1	1	0	3	4	0	0	0	3	2	0	0	3	5	0	0	1	0	0	1	1	3	6	4	1	1
SAR406_Cluster_585	2	2	0	0	4	5	5	0	8	1	6	0	0	5	0	1	2	1	3	0	1	0	2	0	0	0	0	0	0	1	2	3	3	0	0
SAR406_Cluster_738	5	1	0	1	3	1	5	0	4	0	8	0	0	5	2	0	1	3	0	0	2	4	3	0	0	0	0	0	0	0	2	2	4	0	1
SAR406_Cluster_15	3	2	0	1	2	1	3	1	9	0	3	0	0	1	2	0	0	1	2	2	1	2	2	0	0	0	0	0	0	0	2	5	5	4	2
SAR406_Cluster_60	3	1	0	0	1	0	1	0	7	0	5	2	1	2	0	1	3	1	2	1	3	3	1	1	0	0	0	1	1	2	1	5	2	3	2
SAR406_Cluster_200	4	1	0	2	2	1	0	0	6	0	2	0	0	6	1	0	1	1	0	7	1	2	4	0	0	0	1	1	1	4	0	1	4	1	2
SAR406_Cluster_659	3	5	1	0	1	1	2	0	9	0	2	0	0	2	1	0	0	2	2	3	0	1	0	0	0	2	0	3	0	6	4	2	1	3	0
SAR406_Cluster_733	1	1	0	4	8	3	1	0	7	0	7	0	0	2	4	1	0	1	1	0	2	3	2	0	1	0	0	0	0	0	2	1	2	1	1
SAR406_Cluster_748	4	0	0	1	0	2	1	0	11	0	5	0	0	5	0	1	1	1	1	0	3	2	3	0	1	1	0	1	0	2	1	6	0	2	1
SAR406_Cluster_123	3	1	0	1	2	3	2	0	9	0	5	0	0	7	0	2	0	0	2	2	1	2	2	0	0	0	0	0	2	1	1	2	1	2	2
SAR406_Cluster_243	7	3	1	0	4	0	5	0	3	0	3	0	0	3	2	0	3	4	0	3	0	0	3	0	0	2	0	1	0	0	1	2	5	0	0
SAR406_Cluster_273	2	0	0	0	5	1	0	0	5	1	15	0	0	1	2	1	1	0	0	0	1	4	2	0	0	3	0	0	2	1	4	2	1	0	1
SAR406_Cluster_161	2	2	0	0	5	2	1	0	8	1	1	0	2	1	2	2	0	0	2	2	0	1	2	0	0	3	0	1	0	1	2	4	5	1	1
SAR406_Cluster_271	2	4	0	1	1	1	2	0	10	0	6	0	0	0	0	0	1	2	1	1	1	1	1	1	0	1	0	3	0	6	5	1	2	0	0
SAR406_Cluster_649	2	0	1	3	1	2	3	0	9	0	11	2	0	2	1	2	2	0	2	1	0	1	2	1	0	0	0	1	2	0	2	0	0	1	0
SAR406_Cluster_773	5	2	0	0	2	1	3	0	4	0	3	0	0	3	1	1	1	4	1	2	1	3	5	1	0	1	0	0	0	2	2	5	1	0	0
SAR406_Cluster_933	8	2	0	0	1	7	3	0	3	0	3	1	0	1	1	1	0	3	2	0	1	2	3	0	0	0	0	0	0	2	2	2	4	2	0
SAR406_Cluster_947	3	3	0	1	1	0	1	0	9	0	2	0	0	1	1	0	0	5	4	1	2	1	2	0	2	2	0	1	2	0	3	2	1	0	4
SAR406_Cluster_1065	0	2	0	2	1	1	4	1	4	0	5	0	0	0	0	0	0	1	1	3	1	4	3	0	1	0	0	3	0	6	1	1	1	4	4
SAR406_Cluster_106	2	1	0	0	2	3	1	0	5	0	1	0	0	6	2	0	2	2	2	2	0	2	3	0	1	1	0	1	1	0	3	2	4	3	1
SAR406_Cluster_224	3	2	0	3	2	1	4	0	7	0	3	1	0	2	1	2	2	1	1	1	1	2	5	1	1	0	0	0	0	1	0	1	2	1	2
SAR406_Cluster_756	7	0	0	1	2	5	1	0	5	0	1	1	0	4	2	3	1	3	2	1	0	0	1	0	0	0	0	1	1	2	1	1	3	3	1
SAR406_Cluster_87	2	0	0	2	2	3	1	0	5	1	4	0	0	1	1	1	0	3	2	2	1	1	4	0	1	3	1	1	0	0	0	7	3	0	0
SAR406_Cluster_230	2	2	0	0	2	1	0	1	2	0	4	0	0	8	2	0	0	2	2	0	1	4	2	0	1	0	0	1	0	3	1	1	5	1	4
SAR406_Cluster_235	2	1	0	3	1	0	2	0	7	0	9	0	0	0	2	0	1	1	0	0	1	1	5	0	0	0	2	0	1	1	1	6	3	1	1
SAR406_Cluster_557	1	2	0	0	4	5	0	0	9	0	6	0	0	4	1	0	1	0	2	0	2	1	1	0	0	0	0	0	0	2	2	2	5	1	1
SAR406_Cluster_916	4	0	0	1	4	2	1	0	9	0	3	0	0	5	1	1	0	1	0	0	1	0	3	0	0	1	1	0	0	2	1	4	4	3	0
SAR406_Cluster_1535	3	5	0	1	5	3	4	0	2	0	1	1	0	2	0	1	0	3	0	2	1	1	4	0	3	0	1	0	0	1	1	3	0	2	2
SAR406_Cluster_84	0	1	1	1	2	1	3	0	5	0	2	3	0	4	0	1	0	2	0	1	0	3	5	1	0	1	0	0	0	1	3	3	4	1	2
SAR406_Cluster_113	2	1	1	1	2	2	2	0	7	0	8	0	0	2	0	0	0	1	2	2	1	0	2	0	1	1	0	0	0	3	1	4	3	0	2
SAR406_Cluster_165	4	1	0	1	2	2	1	1	8	2	6	0	0	0	0	1	1	1	2	1	0	3	3	0	0	0	1	1	0	1	1	1	3	2	1
SAR406_Cluster_281	4	0	0	4	1	0	4	0	6	0	9	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	2	0	2	1	5	3	3	1
SAR406_Cluster_284	4	2	0	1	0	1	0	0	6	0	13	0	0	1	0	0	2	2	1	2	0	0	0	0	1	2	0	0	1	4	3	1	1	2	1
SAR406_Cluster_410	6	0	1	1	2	0	4	0	10	0	4	0	1	3	1	2	2	1	1	3	0	0	2	0	0	0	0	0	0	1	1	1	1	2	1
SAR406_Cluster_792	3	2	0	0	2	3	2	0	7	0	4	0	0	5	0	1	0	3	1	1	1	1	2	0	0	1	0	1	0	0	2	1	5	3	0
SAR406_Cluster_909	3	3	1	0	0	1	2	0	6	0	3	0	0	7	2	1	1	2	2	0	1	0	2	0	0	0	0	1	2	0	2	4	2	0	3
SAR406_Cluster_942	6	0	0	0	1	3	4	0	5	0	2	0	0	2	1	0	1	2	3	1	2	1	2	0	1	0	0	0	1	1	5	3	2	2	0
SAR406_Cluster_251	2	0	0	0	1	1	0	0	11	0	0	0	0	6	0	0	2	0	2	1	1	3	4	0	1	2	0	1	0	0	0	3	6	2	1
SAR406_Cluster_277	1	2	0	2	1	1	1	0	4	0	13	0	1	2	2	1	1	0	2	0	0	0	1	0	1	2	1	0	0	3	3	1	1	2	1
SAR406_Cluster_582	4	2	0	0	1	2	2	0	4	0	4	0	0	5	0	0	1	4	2	4	2	3	2	1	0	0	0	0	0	1	2	1	2	0	1
SAR406_Cluster_584	4	0	0	0	0	5	2	0	3	0	2	0	0	5	1	1	2	1	1	1	1	1	2	0	1	1	0	1	0	3	1	3	2	1	5
SAR406_Cluster_599	2	2	0	2	0	1	0	0	6	0	8	0	0	2	1	2	0	3	1	1	1	1	5	0	0	0	0	3	1	3	0	2	1	1	1
SAR406_Cluster_626	3	4	0	0	1	2	3	0	4	0	6	1	0	3	2	3	0	2	2	0	1	0	1	0	0	0	0	1	0	2	2	1	5	1	0
SAR406_Cluster_673	0	2	0	3	0	5	3	0	9	0	2	1	1	3	1	0	0	1	1	0	2	3	0	0	0	1	0	1	0	1	0	4	4	0	2
SAR406_Cluster_713	2	0	0	0	1	1	4	0	10	0	2	0	0	6	1	0	0	2	4	4	0	1	2	0	1	0	0	2	0	0	1	1	2	1	2
SAR406_Cluster_784	2	3	0	3	3	0	2	1	4	2	13	0	0	1	0	0	1	3	1	0	1	0	1	0	0	1	0	0	1	0	1	0	5	1	0
SAR406_Cluster_141	3	0	0	1	0	1	0	0	6	0	7	0	0	2	4	0	0	0	2	0	0	3	3	0	0	1	1	1	1	2	4	1	3	2	1
SAR406_Cluster_340	1	3	0	0	1	0	1	0	12	0	6	0	0	1	1	0	0	1	1	2	1	1	2	1	1	2	0	0	1	0	1	4	1	4	0
SAR406_Cluster_381	2	2	0	1	4	3	0	0	7	0	7	0	0	1	0	1	0	0	1	0	1	2	2	0	1	0	1	0	0	1	2	3	5	1	1
SAR406_Cluster_445	3	1	0	0	2	3	0	0	8	1	2	0	0	1	0	2	1	2	0	0	0	2	4	1	0	1	0	2	1	1	2	5	1	2	1
SAR406_Cluster_884	5	1	0	4	1	2	0	0	4	0	3	1	0	2	0	0	2	3	0	0	0	4	2	0	0	0	0	3	2	3	2	3	2	0	0
SAR406_Cluster_960	1	1	0	1	2	0	5	0	3	0	6	1	0	4	1	1	1	2	3	0	0	2	1	0	0	0	0	1	0	0	2	2	5	4	0
SAR406_Cluster_318	2	1	0	3	3	0	1	0	6	0	4	0	0	3	2	1	1	1	0	2	0	3	2	1	1	0	0	0	0	1	2	3	1	1	3
SAR406_Cluster_435	2	1	0	1	2	4	1	0	6	0	5	0	0	2	3	1	1	2	0	0	1	1	3	0	0	0	0	3	0	1	0	3	4	0	1
SAR406_Cluster_458	3	1	0	0	3	2	1	0	7	0	3	1	0	1	1	0	0	0	2	3	2	0	2	0	1	0	0	2	1	1	1	3	5	1	1
SAR406_Cluster_574	1	0	0	1	3	1	2	0	7	0	3	0	0	1	1	1	1	2	1	2	0	3	3	0	0	1	0	1	0	1	4	4	1	0	3
SAR406_Cluster_750	5	3	0	0	3	3	1	1	4	1	3	1	0	3	0	1	0	3	1	1	0	2	1	0	0	1	0	0	0	3	1	1	2	1	2
SAR406_Cluster_135	1	2	0	0	0	1	1	0	5	0	5	0	1	0	0	0	0	1	3	2	4	1	3	0	0	0	0	1	1	4	1	1	5	1	3
SAR406_Cluster_259	1	0	0	0	1	4	3	0	9	0	5	2	0	5	2	0	1	2	3	0	0	0	2	0	0	0	0	1	0	0	0	3	1	1	1
SAR406_Cluster_310	4	4	0	2	0	2	3	0	1	1	4	0	1	1	2	0	0	2	0	0	0	0	2	2	0	1	0	2	0	2	1	1	6	3	0
SAR406_Cluster_473	4	1	0	1	0	1	1	0	6	1	4	0	0	2	1	1	0	4	1	0	3	1	0	0	1	0	0	2	2	1	0	7	2	0	0
SAR406_Cluster_483	4	1	0	1	2	1	3	0	4	0	8	1	1	0	0	0	1	0	0	0	1	1	4	1	1	2	1	1	3	0	2	1	1	0	1
SAR406_Cluster_789	2	1	0	0	1	2	8	0	6	0	2	1	0	0	1	2	1	2	1	2	2	0	0	0	1	1	0	1	1	1	1	1	2	1	3
SAR406_Cluster_879	4	0	0	1	1	4	0	0	9	0	1	0	1	5	1	0	1	1	2	1	0	3	1	0	1	0	0	1	1	1	1	3	1	1	1
SAR406_Cluster_1522	3	1	0	3	0	2	5	0	2	0	0	0	0	3	1	0	1	1	0	5	0	2	1	1	0	2	1	1	1	3	2	4	0	2	0
SAR406_Cluster_329	3	1	0	1	1	3	1	0	7	1	3	0	0	1	2	0	0	1	0	2	0	1	2	0	0	0	0	0	2	1	0	4	6	1	2
SAR406_Cluster_543	2	0	0	0	3	1	4	1	8	1	3	0	0	4	0	1	1	0	1	1	2	2	3	0	0	0	0	1	0	0	0	3	3	1	0
SAR406_Cluster_614	2	2	0	0	3	0	3	0	8	0	5	0	0	2	0	0	0	4	0	1	1	3	1	0	0	0	0	1	1	2	0	1	2	1	3
SAR406_Cluster_711	1	0	0	1	3	3	2	0	9	0	3	0	0	5	0	0	2	1	1	0	0	1	2	0	0	0	0	1	0	0	2	5	3	1	0
SAR406_Cluster_747	3	0	0	1	1	3	0	0	6	0	4	2	0	5	0	0	0	0	2	1	0	3	2	1	0	0	0	0	1	1	2	5	1	1	1
SAR406_Cluster_1786	3	3	0	0	0	0	0	0	4	1	2	0	0	2	1	0	2	1	0	5	1	0	2	0	1	2	0	1	0	2	1	3	3	6	0
SAR406_Cluster_203	0	2	0	1	0	1	3	0	3	0	6	2	1	2	1	0	1	0	3	1	0	0	1	0	0	1	0	3	1	3	2	1	1	5	0
SAR406_Cluster_451	1	0	0	0	1	2	2	0	12	0	3	1	0	3	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	5	3	1	2	2	2
SAR406_Cluster_545	7	0	0	0	2	1	1	0	6	1	3	1	0	1	0	0	0	3	0	1	2	1	4	0	0	0	0	2	2	2	1	1	2	1	0
SAR406_Cluster_552	5	1	0	3	3	1	0	1	7	0	3	1	0	4	0	1	0	1	1	2	0	2	0	0	0	0	0	1	0	1	1	2	3	1	0
SAR406_Cluster_953	2	3	0	1	3	2	3	0	4	0	3	0	0	1	0	3	1	1	0	1	1	4	4	0	1	0	0	0	0	2	1	2	1	0	1
SAR406_Cluster_970	4	2	0	0	1	1	2	0	5	0	1	2	0	4	1	1	1	2	2	0	3	1	1	0	0	0	0	0	1	0	5	1	3	0	1
SAR406_Cluster_996	2	0	0	1	1	0	1	0	3	0	3	0	0	8	1	0	1	3	0	4	1	1	2	0	1	2	0	0	0	2	3	1	2	1	1
SAR406_Cluster_2008	2	6	0	0	2	0	1	0	6	0	1	0	0	1	0	0	1	0	0	3	1	1	1	1	0	3	2	2	4	4	0	0	1	1	1
SAR406_Cluster_2042	1	0	0	2	2	0	1	0	5	0	4	0	0	1	1	0	0	1	1	3	1	3	0	0	2	1	2	0	2	4	2	2	2	1	1
SAR406_Cluster_181	2	1	0	1	0	0	0	0	10	0	5	0	0	1	1	1	1	3	1	1	2	2	0	1	0	0	0	2	2	1	1	4	0	1	0
SAR406_Cluster_431	2	4	0	1	3	1	1	0	6	1	2	1	1	2	0	1	0	0	1	2	0	2	1	0	0	1	0	0	1	1	1	4	2	1	1
SAR406_Cluster_530	0	2	0	1	3	2	2	0	3	1	3	0	0	2	2	0	1	0	1	2	4	2	4	0	0	0	0	2	0	1	0	1	3	0	2
SAR406_Cluster_1196	2	1	0	0	1	2	2	0	10	0	2	0	0	2	1	0	0	2	4	0	2	1	3	0	0	0	0	1	0	0	1	0	5	0	2
SAR406_Cluster_91	2	0	0	0	0	3	0	0	10	0	7	0	0	1	0	0	2	0	0	2	1	2	1	0	0	0	0	0	1	0	0	2	5	2	2
SAR406_Cluster_103	4	0	0	1	0	5	3	0	4	0	3	0	0	3	0	0	0	2	2	0	0	2	3	0	0	0	0	0	0	0	1	3	4	1	2
SAR406_Cluster_308	3	2	0	0	1	2	2	0	6	0	3	0	0	3	0	0	0	4	1	4	1	0	1	0	0	1	0	0	0	0	0	2	4	0	3
SAR406_Cluster_800	1	1	0	0	0	1	1	0	5	0	5	2	0	3	3	0	3	1	1	1	1	1	0	0	1	2	0	1	0	2	1	3	2	0	1
SAR406_Cluster_1221	7	3	0	0	1	1	2	0	3	1	5	1	0	5	1	0	1	1	2	0	1	2	0	0	0	0	0	0	0	2	0	3	1	0	0
SAR406_Cluster_1609	5	1	0	1	0	2	0	0	3	0	5	0	0	1	0	0	1	1	0	2	0	3	2	1	1	1	0	5	1	2	1	2	2	0	0
SAR406_Cluster_61	1	0	0	0	2	0	2	2	4	0	5	0	1	3	0	0	2	1	1	1	0	1	0	0	0	2	0	0	1	3	1	4	2	3	0
SAR406_Cluster_67	2	0	1	0	1	1	1	0	3	1	4	0	0	1	0	0	0	2	3	2	1	2	3	0	0	1	1	0	0	1	1	4	4	0	2
SAR406_Cluster_101	3	0	0	1	0	1	0	0	9	0	1	0	0	2	2	0	0	1	0	3	0	0	1	0	1	1	0	1	1	1	0	2	6	3	2
SAR406_Cluster_253	2	1	0	0	3	1	1	1	5	0	2	0	0	1	1	0	1	3	2	3	0	1	3	0	0	0	0	0	2	0	2	1	4	2	0
SAR406_Cluster_342	4	3	0	1	1	0	4	0	6	0	5	0	0	2	0	0	0	0	2	1	1	3	1	1	0	0	0	1	0	2	0	1	2	1	0
SAR406_Cluster_595	0	3	0	0	1	0	1	0	3	0	3	0	3	0	0	0	3	6	2	0	0	1	0	0	0	0	0	0	0	3	1	7	2	2	1
SAR406_Cluster_602	2	2	1	0	4	1	2	0	4	0	3	1	1	1	1	4	0	1	0	0	1	1	2	0	1	1	0	1	0	2	0	4	1	0	0
SAR406_Cluster_250	4	2	0	0	1	2	3	0	9	0	1	0	2	2	0	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	5	0	3
SAR406_Cluster_328	1	0	0	0	1	6	1	0	8	0	5	0	0	2	2	0	1	0	0	2	0	0	4	0	0	1	0	1	0	2	2	0	2	0	0
SAR406_Cluster_555	2	1	0	0	3	1	0	0	3	0	2	0	0	3	0	0	0	2	4	3	1	0	2	0	0	2	0	0	0	0	2	1	5	3	1
SAR406_Cluster_635	2	1	1	0	1	1	1	0	2	0	4	1	0	3	2	0	0	3	4	1	0	0	3	0	1	0	0	2	1	0	1	0	2	4	0
SAR406_Cluster_787	2	2	0	0	1	0	3	0	10	0	3	2	0	4	1	0	2	0	2	1	1	0	1	0	0	0	0	0	0	1	1	2	2	0	0
SAR406_Cluster_1037	0	1	0	0	0	0	3	0	5	0	1	0	0	2	0	0	1	2	0	4	5	3	2	0	1	1	0	2	1	0	0	2	2	1	2
SAR406_Cluster_43	4	0	0	0	1	2	1	0	4	0	2	0	1	1	0	1	1	1	0	1	0	1	2	0	0	0	0	1	1	0	3	6	4	0	2
